Library Name,Province,City,Address                                                             ,Phone No.,Website
کتابخانه مدرسه علمیه خواهران زینبیه (س) فارسان,چهار محال و بختیاری,فارسان,فارسان- میدان دفاع مقدس- بلوار آیت الله خامنه ای- حد فاصل بیمارستان و پاسگاه,03833227343 ( داخلی  ),http://
