name,province,city,address,phone_number,website,url
کتابخانه مدرسه علمیه فاطمیه (س) رودسر,گیلان,رودسر,رودسر- شهرک شهید انصاری- خیابان برقزان- جنب مسجد امام خمینی (ره),01342629007 ( داخلی  ),http://,https://lib.ir/fa/library/699/کتابخانه-مدرسه-علمیه-فاطمیه-س-رودسر/search/
