Library Name,Province,City,Address                                                             ,Phone No.,Website
کتابخانه مدرسه علمیه فاطمیه (س) بردسیر,کرمان,بردسیر,بردسیر- خیابان امام- کوچه برق- فرعی9,03433525030 ( داخلی  ),http://
