Library Name,Province,City,Address                                                             ,Phone No.,Website
کتابخانه مدرسه علمیه الزهراء (س) آباده طشک,فارس,آباده طشک,آباده طشك- خیابان امام حسین(ع)- جنب بنیاد شهید,07153894322 ( داخلی  ),http://
