Library Name,Province,City,Address                                                             ,Phone No.,Website
كتابخانه امام رضا (ع) (آستان قدس رضوی ع),کرمان,كرمان,كرمان - بلوار هوشنگ مرادي كرمانى - پشت هتل پارس.,32118485-034 ( داخلی  ),http://aqlibrary.org
كتابخانه مدرسه علمیه خواهران حضرت زینب (س),کرمان,كرمان,كرمان - انتهای خیابان شهید رجایی - بعد از پل - حد فاصل شهرك ولایت و افضلی پور .,33412727-034 ( داخلی  ),http://lib.whc.ir
كتابخانه مدرسه علمیه خواهران فاطمیه (س),کرمان,كرمان,كرمان - میدان شهدا(مشتاق)- جنب مسجد جامع- حوزه علمیه فاطمیه (س).,32267932-034 ( داخلی  ),http://blog114.womenhc.com
کتابخانه مرکزی و مرکز اسناد دانشگاه شهید باهنر کرمان,کرمان,كرمان,بزرگراه امام خمینی میدان افضلی پور دانشگاه شهید باهنر,03433257204 ( داخلی 03431323140 ),https://centlib.uk.ac.ir
كتابخانه هرندى (آستان قدس رضوی),کرمان,كرمان,كرمان - جنب مسجد جامع.,32262797-034 ( داخلی  ),http://aqlibrary.ir/libraries/lib31.aspx
