Library Name,Province,City,Address                                                             ,Phone No.,Website
كتابخانه عمومی شهید آوینی,خراسان رضوی,بایگ,بایگ - خیابان بسیج – جنب بسیج بایگ.,53523400-051 ( داخلی  ),http://bayglibrary.blogfa.com
