name,province,city,address,phone_number,website,url
كتابخانه عمومی آیت الله مقدسی (ره),مرکزی,محلات,محلات - خیابان شهید رجائی میانی.,43223200-086 ( داخلی  ),http://moghadsi.blogfa.com,https://lib.ir/fa/library/413/كتابخانه-عمومی-آیت-الله-مقدسی-ره/search/
كتابخانه عمومی علامه طباطبايی (ره),مرکزی,محلات,محلات -انتهاي بلوار شهيد بهشتي – جنب پارك جنگلى.,43251113-086 ( داخلی  ),http://markazipl.ir,https://lib.ir/fa/library/414/كتابخانه-عمومی-علامه-طباطبايی-ره/search/
