Library Name,Province,City,Address                                                             ,Phone No.,Website
کتابخانه مدرسه علمیه خواهران فاطمه بنت اسد (س) بسطام,سمنان,بسطام,بسطام- انتهای خیابان مهدیه- نرسیده به پمپ بنزین,02332525138 ( داخلی  ),http://
