name,province,city,address,phone_number,website
كتابخانه عمومی علامه فاضل شربيانى,آذربایجان شرقی,سراب,سراب - بخش مهربان - شربيان - خيابان كمربندى.,43152736-041 ( داخلی  ),http://tabrizpl.ir
