Library Name,Province,City,Address                                                             ,Phone No.,Website
کتابخانه مدرسه علمیه خواهران الزهراء (س) بندر عباس,هرمزگان,بندر عباس,بندرعباس- خیابان آیت اله غفاری- روبروی فرهنگسرای طوبی,07633339460 ( داخلی  ),http://
کتابخانه موسسه آموزش عالی حوزوی فاطمه معصومه (س) بندرعباس,هرمزگان,بندر عباس,,( داخلی  ),http://
