name,province,city,address,phone_number,website
كتابخانه عمومی ايلخچى,آذربایجان شرقی,ايلخچى,اسكو - ايلخچي - خیابان امام خمینی (ره) -خیابان 17 شهریور - خیابان انوری.,33412535-041 ( داخلی  ),http://tabrizpl.ir
