name,province,city,address,phone_number,website
کتابخانه حوزه علمیه خواهران فاطمة المعصومه (س) دلیجان,مرکزی,دلیجان,دلیجان- شهرك امام رضا (ع)- آخر بلوار محمدی- جنب پارك الغدیر,08644233400 ( داخلی  ),http://
