name,province,city,address,phone_number,website
كتابخانه عمومی باقر العلوم (ع),خراسان رضوی,ریوش,کاشمر - ریوش - بلوار معلم – جنب شهرداری – پلاك 116.,55823421-051 ( داخلی  ),http://Mashadpl.ir
