name,province,city,address,phone_number,website
كتابخانه عمومی روزبه زنجان,زنجان,زنـجان,رنجان - بزرگراه 22 بهمن – جنب پارك شهيد رجائي – كتابخانه عمومي استاد رضا روزبه.,33539900-024 ( داخلی  ),http://zanjanpl.ir
كتابخانه مدرسه علمیه خواهران الزهراء (س ),زنجان,زنـجان,زنجان – سعدی وسط- جنب مسجد عباس قلی خان- حوزه علمیه الزهرا(س).,33360030-024 ( داخلی  ),http://
