name,province,city,address,phone_number,website,url
كتابخانه عمومی امام باقر (ع),گلستان,فاضل آباد,فاضل آباد- خيابان فرهنگ- خيابان رضوان- كوچه رضوان19 .,35343773-017 ( داخلی  ),http://golestanpl.ir,https://lib.ir/fa/library/341/كتابخانه-عمومی-امام-باقر-ع/search/
کتابخانه مدرسه علمیه خواهران خاتم الاوصیاء (ع) فاضل آباد,گلستان,فاضل آباد,فاضل آباد- خیابان ولیعصر(عج)- بالاتر از مسجد جامع- جنب سازمان تبلیغات,01734263660 ( داخلی  ),http://,https://lib.ir/fa/library/703/کتابخانه-مدرسه-علمیه-خواهران-خاتم-الاوصیاء-ع-فاضل-آباد/search/
