Library Name,Province,City,Address                                                             ,Phone No.,Website
کتابخانه مدرسه علمیه خواهران الزهراء (س) خوی,آذربایجان غربی,خوی,خوی- خیابان شریعتی- خیابان مصلی- جنب مصلی,04436220934 ( داخلی  ),http://
