name,province,city,address,phone_number,website
كتابخانه عمومی شهید رجائی,خراسان رضوی,تربت جام,تربت جام - خيابان شهيد بهشتي - كوچه طالقانى.,52522737-051 ( داخلی  ),http://mashadpl.ir
كتابخانه عمومی شهید مطهری,خراسان رضوی,تربت جام,تربت جام - خیابان شهرداری – كوچه شهید خرمی – مجتمع فرهنگی هنری ولایت – كتابخانه شهید مطهری.,52540870-051 ( داخلی  ),http://mashadpl.ir
