name,province,city,address,phone_number,website
كتابخانه مدرسه علمیه خواهران الزهراء (س),مازندران,جویبار,جویبار - میدان معلم - خیابان گلاگر محله.,42531091-011 ( داخلی  ),http://lib.whc.ir
