name,province,city,address,phone_number,website
كتابخانه عمومی كشكسرای,آذربایجان شرقی,کشکسرای,مرند –  كشكسراي - خيابان شهيد رجايي - جنب شهردارى.,42142049-041 ( داخلی  ),http://
