Library Name,Province,City,Address                                                             ,Phone No.,Website
كتابخانه عمومی امام خمینی (ره),خراسان رضوی,طرقبه,طرقبه – كوی بخشداری – دربند الستی – خیابان جانبازان – پلاك 118 – كتابخانه امام خمینی (ره),34222452-051 ( داخلی  ),http://mashadpl.ir
