name,province,city,address,phone_number,website
کتابخانه لویزان (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - لویزان - خیابان جوانشیر- سه راه لویزان-خیابان شعبانلو- روبروی مخابرات شهیدلطیفی-  بوستان سخندان- کتابخانه عمومی لویزان.,22956644-021 ( داخلی  ),http://tlib.ir
کتابخانه مجازی (دیجیتالی) الفبا,تهران,تهران,تهران- خیابان شهید بهشتی- بعد از تقاطع سهروردی- جنب بانک تجارت- پلاک 146- طبقه2,95119260-021 ( داخلی  ),http://alefbalib.com/?pid=29
كتابخانه مجلس شورای اسلامى,تهران,تهران,تهران - ضلع جنوب شرقي ميدان بهارستان - كتابخانه مجلس شوراي اسلامى.,33130911-021 ( داخلی  ),http://ical.ir
كتابخانه مدرسه عالی شهيد مطهری (ره),تهران,تهران,تهران - میدان بهارستان – مدرسه عالی شهید مطهری.,33124472-021 ( داخلی  ),http://motahari.ac.ir/web/guest/library
كتابخانه مدرسه علمیه خواهران الزهراء (س),تهران,تهران,تهران - كوی نصر - نبش كانال فاضل شرقی - پلاك 1/2 .,88252149-021 ( داخلی  ),http://lib.whc.ir
كتابخانه مدرسه علمیه خواهران الغدیر,تهران,تهران,تهران - خیابان هفده شهریور - خیابان عبدالرضا شیرازی(آبشار)- كوچه لواسانی - پلاك 8 .,33552110-021 ( داخلی  ),http://lib.whc.ir
كتابخانه مدرسه علمیه خواهران امام حسن مجتبی (ع),تهران,تهران,تهران - بزرگراه آیت الله سعیدی - جنب درب جنوبی امامزاده زید (ع).,66321186-021 ( داخلی  ),http://
كتابخانه مدرسه علمیه خواهران بانو امین,تهران,تهران,تهران - اول جاده لشكرك - مینی سیتی - شهرك شهید محلاتی - فاز یك - خیابان شهدای گمنام - سر ایثار - حسینیه امام خمینی (ره).,22452858-021 ( داخلی  ),http://lib.whc.ir
كتابخانه مدرسه علمیه خواهران حجت (عج),تهران,تهران,تهران - انتهای خیابان جیهون - خیابان حسام الدین - جنب مسجد حضرت حجت(عج) - پلاك 262 .,55765533-55765522-021 ( داخلی  ),http://lib.whc.ir
كتابخانه مدرسه علمیه خواهران حضرت خدیجه (س),تهران,تهران,تهران - خیابان شریعتی - بالاتر از چهارراه قصر - خیابان محبی - پلاك 1.,88762877-021 ( داخلی  ),http://blog96.womenhc.com
كتابخانه مدرسه علمیه خواهران حضرت فاطمه (س),تهران,تهران,تهران - خیابان پیروزی - خیابان مقداد - فلكه دوم مقداد- پلاك 38 .,33051213-021 ( داخلی  ),http://lib.whc.ir
كتابخانه مدرسه علمیه خواهران حضرت ولی عصر (عج),تهران,تهران,تهران - خیابان جمهوری اسلامی - خیابان جمالزاده جنوبی - کوچه آیرم - پ 19 .,66928251-021 ( داخلی  ),http://Valiasr.whc.ir
کتابخانه مدرسه علمیه خواهران ریحانة النبی (ص) تهران,تهران,تهران,تهران- ولنجك- بلوار دانشجو- میدان یاسمن- ابتدای یاسمن هفتم- پلاك1,02122400780 ( داخلی  ),http://
كتابخانه مدرسه علمیه خواهران زهرای اطهر (س),تهران,تهران,تهران - خیابان وحدت اسلامی - پایین تر از چهار راه وحدت اسلامی - روبروی اداره آگاهی - خیابان شهید پهلوان حسن - پلاك 59 .,55890777-55156655-021 ( داخلی  ),http://lib.whc.ir
كتابخانه مدرسه علمیه خواهران زینب كبری (س),تهران,تهران,تهران - پاسداران - خیابان گیلان - خیابان شهید مجید افشاری - جنب تالار ساقدوش - كوچه شهید جعفری - پلاك 7 .,7-22978296-021 ( داخلی  ),http://lib.whc.ir
کتابخانه مدرسه علمیه خواهران فاطمة الزهراء (س) تهران,تهران,تهران,تهران- بزرگراه اشرفی اصفهانی- پائین تر از میدان پونك- كوچه گلزار یكم- پلاك34,02144452510 ( داخلی  ),http://
کتابخانه مدرسه علمیه خواهران فاطمیه (س) تهران,تهران,تهران,تهران- پاسداران- بوستان نهم- پلاك129- روبروی درمانگاه لبافی نژاد,02122598047 ( داخلی  ),http://
كتابخانه مدرسه علمیه خواهران مشكات اندیشه,تهران,تهران,تهران - خیابان خاوران - بعد از میدان ثامن الحجج(ع) - سمت راست - خیابان جنب مسجد سید الشهدا(ع)(8 متری سید الشهدا(ع).,33862500-021 ( داخلی  ),http://lib.whc.ir
كتابخانه مدرسه علمیه خواهران كوثریه,تهران,تهران,تهران - خیابان وحدت اسلامی - پائین تر از بیمارستان رازی - كوچه سید حسن خندان - انتهای كوچه مسجد علی بن ابیطالب (ع).,55603134-021 ( داخلی  ),http://lib.whc.ir
کتابخانه مدیریت بحران (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - انتهای بزرگراه جلال آل احمد- نرسیده به بزرگراه آیت اله اشرفی اصفهانی- نبش خیابان نهم شمالی- سازمان پیشگیری و مدیریت بحران شهر تهران.,44244040-021 ( داخلی  ),http://tlib.ir
كتابخانه مركز اسناد و مركز دائرة المعارف بزرگ اسلامى,تهران,تهران,تهران - خيابان نياوران- كاشانك نرسيده به خيابان آجودانيه.,22297626-021 ( داخلی  ),http://cgie.org.ir
كتابخانه مركز آموزشی، درمانی، روانپزشكی رازی,تهران,تهران,شهرری – امین آباد- مركز آموزشی، درمانی،روانپزشكی رازی.,33401603-021 ( داخلی  ),http://razi.uswr.ac.ir
کتابخانه مرکز بین المللی آموزش زبان فارسی دانشگاه تهران,تهران,تهران,تهران- خیابان ولی عصر- ایستگاه پسیان- موسسه لغتنامه دهخدا و مرکز بین المللی آموزش زبان فارسی- شماره 3011 .,22719495 ( داخلی  ),http://icps.ut.ac.ir/shahidi%20library.html
کتابخانه مرکز پژوهش متالورژی رازی,تهران,تهران,تهران - كیلومتر ۲۱ جاده مخصوص كرج - ورودی شهر قدس - خیابان فرنان - انتهای خیابان - پلاک ۸ - مركز پژوهش متالورژی رازی.,46831570-021 ( داخلی 371 ),http://lib.razi-center.net/simwebclt/WebAccess/SimwebPortal.dll
كتابخانه مركز تحقيقات امام علی علیه السلام,تهران,تهران,تهران - خیابان کریمخان - بین خیابان شهید قرنی و ایرانشهر - پلاک 178 .,88317196-021 ( داخلی  ),http://imamali.ac.ir
کتابخانه مرکز تحقیقات بین المللی بیابان دانشگاه تهران,تهران,تهران,تهران- بلوار کشاورز- خیابان قدس- نبش کوچه شاهد- پلاک37- طبقه چهارم- مرکز تحقیقات بین المللی بیابان.,88971717-88973295 ( داخلی  ),http://desert.ut.ac.ir
کتابخانه مرکز تحقیقات‌ بیوشیمی‌- بیوفیزیک‌ دانشگاه تهران,تهران,تهران,تهران - دانشگاه تهران - ساختمان مركز تحقيقات بيوشيمي - بيوفيزيك.,66491147، 61113375 ( داخلی  ),http://ibb.ut.ac.ir
کتابخانه مرکز علمی کاربردی معماری و شهرسازی شیخ بهایی (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - بزرگراه نواب صفوی- بالاتر از میدان حق شناس- نبش خیابان جوانمرد- ساختمان دماوند۹,55433257-021 ( داخلی  ),http://tlib.ir
كتابخانه مركز ملی جهانی شدن,تهران,تهران,تهران ـ خیابان سعادت آباد ـ خیابان هجدهم غربي ـ پلاك 17 .,22073024-021 ( داخلی  ),http://globalization.ir
کتابخانه مرکزی پردیس 1 فنی دانشگاه تهران,تهران,تهران,تهران-خیابان انقلاب- خیابان 16 آذر- دانشگاه تهران- پردیس دانشکده های فنی- کتابخانه پردیس مرکزی,61112227، 61112854 ، 61113031 ( داخلی  ),http://ut.ac.ir
کتابخانه مرکزی دانشگاه صنعتی امیرکبیر,تهران,تهران,میدان ولیعصر- خیابان حافظ- پلاک ۳۵۰,۶۶۴۰۷۴۱۸(۰۲۱) – ۶۴۵۴۲۳۴۹(۰۲۱) ( داخلی  ),https://library.aut.ac.ir
كتابخانه مركزی دانشگاه صنعتي شريف,تهران,تهران,تهران - خیابان آزادى - دانشگاه صنعتي شريف.,66005817-021 ( داخلی  ),http://library.sharif.ir
کتابخانه مرکزی دانشگاه علم و صنعت ایران,تهران,تهران,تهران - ميدان رسالت - خیابان هنگام - خیابان دانشگاه - دانشگاه علم و صنعت ايران.,8-77240540 ( داخلی 2316 - 2376 ),http://dl.iust.ac.ir
كتابخانه مركزی دانشگاه علوم بهزیستی و توانبخشی,تهران,تهران,تهران - اوین - بلوار دانشجو - بن بست كودكیار.,22180072-021 ( داخلی  ),http://lib.uswr.ac.ir
کتابخانه مرکزی فرهنگستان زبان و ادب فارسی,تهران,تهران,تهران - بزرگراه حقانی - بعد از ایستگاه مترو حقانی – خروجی کتابخانه ملی ایران – فرهنگستان زبان و ادب فارسی,88642339-68 ( داخلی 88642495 ),http://Apll.ir
کتابخانه مرکزی قوه قضائیه,تهران,تهران,تهران - بلوار کشاورز - خیابان حجاب - نبش یکم - ساختمان مرکزی قوه قضائیه - طبقه همکف,42131053-021 ( داخلی  ),http://farhangionline.ir
کتابخانه مرکزی، مرکز اسناد و موزه دانشگاه شهید بهشتی,تهران,تهران,تهران-اوین، ميدان شهيد شهرياری، دانشگاه شهید بهشتی، میدان اصلی دانشگاه روبروی درب دندانپزشکی، کتابخانه مرکزی، مرکز اسناد و موزه,22431916-021 ( داخلی 021-29902323 ),http://Library.sbu.ac.ir
كتابخانه مركزی و مركز اسناد دانشگاه الزهراء (س),تهران,تهران,تهران - ونك - دانشگاه الزهرا (س).,88044040-021 ( داخلی  ),http://alzahra.ac.ir
كتابخانه مركزی و مركز اسناد دانشگاه تهران,تهران,تهران,تهران - ميدان انقلاب اسلامی - دانشگاه تهران - پرديس مركزی دانشگاه تهران.,66466179-61112362-021 ( داخلی  ),http://library.ut.ac.ir
كتابخانه مركزی و مركز اسناد دانشگاه صنعتی خواجه نصير الدين طوسى,تهران,تهران,تهران- میرداماد غربی - پلاك 470 - طبقه چهارم - كتابخانه مركزي دانشگاه.,88881052-88881042-021 ( داخلی  ),http://library.kntu.ac.ir
كتابخانه مركزی و مركز اسناد دانشگاه علامه طباطبایی,تهران,تهران,تهران-خیابان كارگر جنوبی - چهارراه لشكر - جنب پمپ بنزین – ساختمان تخصصی آزاد.,39-55420036-021 ( داخلی  ),http://library.atu.ac.ir
كتابخانه مركزی و مركز اطلاع رسانی دانشگاه شاهد,تهران,تهران,تهران - بزرگراه خلیج فارس - نرسیده به عوارضی تهران قم - روبروی حرم امام خمینی (ره) - دانشگاه شاهد.,51214110-021 ( داخلی  ),http://shahed.ac.ir/lib
كتابخانه مركزی كانون اسلامی انصار,تهران,تهران,تهران- خیابان دكتر شریعتی - سه راه آیت الله طالقانی - پلاك 173.,8-77632007-021 ( داخلی  ),http://Kanoon-ansar.ir
كتابخانه مركزی كشاورزى,تهران,تهران,تهران- بزرگراه شهيد چمران - خيابان تابناك - سازمان تحقيقات آموزش و ترويج كشاورزى.,16-22414413-021 ( داخلی  ),http://agrisis.org
کتابخانه مسجد النبی (ص) (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - تهرانسر - بلوار لاله - خيابان شهيد طالبي - كوچه ۲۷ مركزی - كتابخانه مشاركتي مسجدالنبي صلی الله علیه و آله,44526462-021 ( داخلی  ),http://tlib.ir
کتابخانه مطالعات اسلامی زن و خانواده (تهران),تهران,تهران,"تهران - بلوارکشاورز - خیابان نادری - کوچه شهید حجت‌دوست - پلاک ۵۶ -
مرکز تحقیقات زن و خانواده",88983944-021 ( داخلی  ),http://Wrc.ir
کتابخانه مطالعات فرهنگی (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - چهارراه وليعصر عج -خيابان شهيد برادران مظفر شمالی- بن بست مهربان- پلاك ۲.,66483949-021 ( داخلی  ),http://tlib.ir
کتابخانه مهر (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - ميدان بهمن - بلوار شهيد تندگويان، بعداز پل شهيد لطيفي، ابتداي خاني‌آباد نو، بوستان بعثت، فرهنگسرای مهر,55035600-021 ( داخلی  ),http://tlib.ir
کتابخانه موزه مقدم دانشگاه تهران,تهران,تهران,تهران - خیابان امام خميني - بعد از خیابان شیخ هادی - جنب بانک ملت - پلاک 249.,66463144 ( داخلی  ),http://museums.ut.ac.ir
كتابخانه مؤسسه آموزش عالی حوزوی خواهران كوثر,تهران,تهران,خیام - خبابان بهشت - خیابان شیخ فضل اله نوری - مجتمع كوثر .,55602857-021 ( داخلی  ),http://
کتابخانه موسسه باستان شناسی دانشگاه تهران,تهران,تهران,تهران- خيابان وليعصر – ايستگاه پسيان – مجتمع موقوفات دکتر محمود افشار- پلاك 1731.,22709204 ( داخلی  ),http://
کتابخانه موسسه حقوق تطبیقی دانشکده حقوق و علوم سیاسی دانشگاه تهران,تهران,تهران,تهران - ابتدای خیابان طالقانی - روبروی درب شرقی دانشگاه تهران - پلاک 590 .,66950254 ( داخلی  ),http://ut.ac.ir
کتابخانه موسسه روانشناسی و علوم تربیتی دانشگاه تهران (شهید دقایقی),تهران,تهران,تهران- بزرگراه جلال آل احمد- روبروی کوی نصر (گیشا)- خیابان دکتر کاردان- دانشکده روانشناسی و علوم تربیتی.,61117476-88275696  ( داخلی  ),http://psyedu.ut.ac.ir
کتابخانه موسسه ژئوفيزيك دانشگاه تهران,تهران,تهران,تهران- انتهاي كارگر شمالى- موسسه ژئوفيزيك دانشگاه تهران.,6-88001115 ( داخلی  ),http://geophysics.ut.ac.ir/Fa/bakhsh/Library.asp
کتابخانه موسسه لغتنامه دهخدا دانشگاه تهران,تهران,تهران,خیابان ولیعصر ، نرسیده به میدان تجریش ، ایستگاه پسیان ، موقوفات دکتر محمود افشار پلاک 3011,22731473-22700857 ( داخلی  ),http://ut.ac.ir/fa/contents/dehkhoda
کتابخانه مولانا (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - شهرك غرب - بلوار شهيد دادمان - خیابان درختی - مركز خريد سپهر - طبقه دوم شرقی.,88578927-021 ( داخلی  ),http://tlib.ir
کتابخانه میثاق (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - فلكه دوم صادقيه - بلوار آيت ا... كاشاني - انتهاي خيابان مهران - خانه فرهنگ ميثاق.,44082461-021 ( داخلی  ),http://tlib.ir
کتابخانه هدی (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - خيابان قزوين- نرسيده به ميدان شمشيري- نبش خيابان كاظمي- فرهنگسراي قرآن.,55780004-021 ( داخلی  ),http://tlib.ir
کتابخانه هشت بهشت (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - خیابان انقلاب اسلامی- نبش خیابان شهید نامجو- مجتمع فرهنگی مذهبی امام رضا (ع),77680091-021 ( داخلی  ),http://tlib.ir
کتابخانه هفت چنار (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - ميدان بريانک - خیابان حسام الدین - کوچه شهید محقق - پارک ناظمی.,55787700-021 ( داخلی  ),http://tlib.ir
کتابخانه هنر (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - خیابان دکتر شریعتی - بالاتر از پل سیدخندان - خیابان ارسباران(جلفا) - فرهنگسرای ارسباران.,20-22872818 ( داخلی 7 ),http://tlib.ir
کتابخانه هنگام (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - بزرگراه رسالت، خيابان هنگام - خيابان دلاوران - خيابان آزادگان شمالي - فرهنگسراي هنگام.,77491491-021 ( داخلی  ),http://tlib.ir
كتابخانه و مركز اسناد بنياد ايران شناسى,تهران,تهران,تهران ، خیابان شیخ بهایی جنوبی- شهرک والفجر – خیابان ایرانشناسی – بنیاد ایرانشناسی,8-88066146-021 ( داخلی  ),https://libiran.iranology.ir
کتابخانه و مرکز اسناد پژوهشگاه فرهنگ، هنر و ارتباطات,تهران,تهران,تهران - خیابان ولیعصر (ع) - پایین تر از میدان ولیعصر (ع) - خیابان دمشق - پلاک9 .,88917076-021 ( داخلی  ),http://Library.ricac.ac.ir
كتابخانه و مركز اسناد سازمان پژوهشهای علمی و صنعتی ایران,تهران,تهران,تهران - جاده شهريار - فرعي حسن آباد - مجتمع تحقيقاتي عصر انقلاب.,7-56276326-021 ( داخلی  ),http://library.irost.ir
کتابخانه و مرکز اسناد فرهنگستان هنر,تهران,تهران,تهران، خیابان ولی‌عصر (عج)، نرسیده به تقاطع طالقانی، فرهنگستان هنر، شماره ۱۵۵۲.,4-۶۶۹۷۴۷۹۳ ( داخلی  ),http://speciallibrary.honar.ac.ir
کتابخانه و مرکز یادگیری دانشکده پزشکی,تهران,تهران,تهران- خیابان قدس- خیابان پورسینا- درب شمالی دانشگاه تهران- دانشکده پزشکی,88953002 ( داخلی  ),https://medicine.tums.ac.ir/LIB
کتابخانه و موزه ملی ملک,تهران,تهران,تهران - خيابان امام خميني (ره) - خيابان ملل متحد (باغ ملي).,66743744-021 ( داخلی  ),http://malekmuseum.org/fa
كتابخانه وزارت امور خارجه,تهران,تهران,تهران - خيابان شهيد باهنر(نياوران) - خيابان شهيد آقايي - شماره 23 - كتابخانه تخصصي (مجموعه شهيد باهنر).,30-22802729-021 ( داخلی  ),http://lpis.ir
کتابخانه کوثر (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - اكباتان - خيابان اصلي - روبروي مخابرات - خانه فرهنگ آيه.,44656424-021 ( داخلی  ),http://tlib.ir
