name,province,city,address,phone_number,website
كتابخانه امام رضا (ع) (آستان قدس رضوی ع),خراسان رضوی,درگز,درگز - خیابان امام خمینی (ره) - نبش كوچه شماره 27.,46231115-051 ( داخلی  ),http://aqlibrary.org
